research_area_id,member_id,area,normalized_area,sort_order,extraction_source,strict_extracted,permissive_extracted,permissive_only
rea_ae18bff671,mem_de66826bad,health service use patterns,health service use patterns,22,permissive_only,no,yes,yes
rea_d81c02d34b,mem_de66826bad,adults with cerebral palsy: physical and mental health issues and health service use patterns,adults with cerebral palsy physical and mental health issues and health service use patterns,23,permissive_only,no,yes,yes
rea_88ed3dc05a,mem_de66826bad,concerns in early development,concerns in early development,24,permissive_only,no,yes,yes
rea_568d7c4d80,mem_de66826bad,internalizing mental health issues in individuals with neurodevelopmental disorders: implications for practitioners,internalizing mental health issues in individuals with neurodevelopmental disorders implications for practitioners,25,permissive_only,no,yes,yes
rea_5a1d2e16b7,mem_de66826bad,youth with tic disorders: a pharmacoepidemiologic study,youth with tic disorders a pharmacoepidemiologic study,26,permissive_only,no,yes,yes
rea_0031aac3b9,mem_de66826bad,gestational age on long-term child health.. cairncross,gestational age on long term child health cairncross,27,permissive_only,no,yes,yes
rea_9ed4019d8e,mem_de66826bad,roles of the underlying cause of delivery and gestational age on long-term child health,roles of the underlying cause of delivery and gestational age on long term child health,28,permissive_only,no,yes,yes
rea_2c946a03cf,mem_de66826bad,gestational age on long-term child health,gestational age on long term child health,29,permissive_only,no,yes,yes
rea_784a7ca5be,mem_3dd7b96dcd,members of the pleiomorphic adenoma gene (plag) family,members of the pleiomorphic adenoma gene plag family,1,both,yes,yes,no
rea_e2a0b3ed5b,mem_3dd7b96dcd,proneuronal gene function,proneuronal gene function,2,both,yes,yes,no
rea_d9400c6573,mem_405555556d,sport-related concussion,sport related concussion,0,both,yes,yes,no
rea_25cced0723,mem_405555556d,injury prevention in youth sport,injury prevention in youth sport,1,both,yes,yes,no
rea_cd7239dd8e,mem_405555556d,para sport,para sport,2,both,yes,yes,no
rea_04dddcda66,mem_405555556d,equity deserving youth sport communities,equity deserving youth sport communities,3,both,yes,yes,no
rea_131da637fa,mem_5f8c42fffa,brain development,brain development,0,both,yes,yes,no
rea_9f288b4d17,mem_5f8c42fffa,neurodevelopmental disorders,neurodevelopmental disorders,1,both,yes,yes,no
rea_d118cea681,mem_5f8c42fffa,neuroimaging,neuroimaging,2,both,yes,yes,no
rea_27036ed398,mem_5f8c42fffa,how brain maturation,how brain maturation,3,both,yes,yes,no
rea_faf54c6407,mem_5f8c42fffa,depression,depression,21,both,yes,yes,no
rea_5c4c8cf368,mem_5f8c42fffa,impacts of prenatal stress,impacts of prenatal stress,22,both,yes,yes,no
rea_49dda9519f,mem_5f8c42fffa,children's brain structure,children s brain structure,24,both,yes,yes,no
rea_38e57eeeb5,mem_5f8c42fffa,research uses magnetic resonance imaging (mri) to study brain development in children and adolescents,research uses magnetic resonance imaging mri to study brain development in children and adolescents,4,permissive_only,no,yes,yes
rea_ca6db196c3,mem_5f8c42fffa,white matter development in youth,white matter development in youth,8,permissive_only,no,yes,yes
rea_4ca1c72442,mem_5f8c42fffa,prenatal stress and child brain development,prenatal stress and child brain development,9,permissive_only,no,yes,yes
rea_0c492e093d,mem_5f8c42fffa,neurological difficulties,neurological difficulties,10,permissive_only,no,yes,yes
rea_d41b4a895e,mem_5f8c42fffa,structural brain alterations,structural brain alterations,11,permissive_only,no,yes,yes
rea_4c1f97b84e,mem_5f8c42fffa,fetal alcohol spectrum disorder (fasd),fetal alcohol spectrum disorder fasd,12,permissive_only,no,yes,yes
rea_54fd29479e,mem_5f8c42fffa,neurodevelopmental disorder associated with pae,neurodevelopmental disorder associated with pae,13,permissive_only,no,yes,yes
rea_962563a6d1,mem_5f8c42fffa,youth with pae,youth with pae,14,permissive_only,no,yes,yes
rea_d4fe83a7d8,mem_5f8c42fffa,mental health,mental health,15,permissive_only,no,yes,yes
rea_77210f4254,mem_5f8c42fffa,structural brain connectivity,structural brain connectivity,16,permissive_only,no,yes,yes
rea_5b4311642a,mem_5f8c42fffa,pae and structural brain connectivity,pae and structural brain connectivity,17,permissive_only,no,yes,yes
rea_d694bdcc77,mem_5f8c42fffa,typical brain development my lab aims to characterize typical brain development across childhood,typical brain development my lab aims to characterize typical brain development across childhood,18,permissive_only,no,yes,yes
rea_db424f920c,mem_5f8c42fffa,typical brain development,typical brain development,19,permissive_only,no,yes,yes
rea_1944bc566f,mem_5f8c42fffa,lab aims to characterize typical brain development across childhood,lab aims to characterize typical brain development across childhood,20,permissive_only,no,yes,yes
rea_87e5c53550,mem_d21327a3f5,mental illness,mental illness,1,both,yes,yes,no
rea_dd6f91befb,mem_d21327a3f5,schizophrenia,schizophrenia,7,both,yes,yes,no
rea_3fdf0dd5c3,mem_d21327a3f5,depression,depression,8,both,yes,yes,no
rea_bacf8213c9,mem_d21327a3f5,"genomics, mental illness, pharmacotherapy, pharmacogenomics",genomics mental illness pharmacotherapy pharmacogenomics,1,permissive_only,no,yes,yes
rea_e3a08dbae8,mem_d21327a3f5,research genomics,research genomics,2,permissive_only,no,yes,yes
rea_3c9f824a2a,mem_12cfcd78b8,brain injury,brain injury,0,both,yes,yes,no
rea_817405d50b,mem_12cfcd78b8,post-concussion symptoms,post concussion symptoms,1,both,yes,yes,no
rea_10cb9ef4f6,mem_12cfcd78b8,outcomes in concussion,outcomes in concussion,2,both,yes,yes,no
rea_44b068037c,mem_12cfcd78b8,traumatic brain injury,traumatic brain injury,3,both,yes,yes,no
rea_cff7e9ab12,mem_12cfcd78b8,prognostic biomarkers,prognostic biomarkers,4,both,yes,yes,no
rea_bc246de143,mem_eb52ac9c29,advancing magnetic resonance spectroscopic imaging (mrsi) technology,advancing magnetic resonance spectroscopic imaging mrsi technology,0,both,yes,yes,no
rea_be4d5efaa3,mem_eb52ac9c29,specifically for pediatric brain imaging,specifically for pediatric brain imaging,1,both,yes,yes,no
rea_2ab4fa21bc,mem_eb52ac9c29,magnetic resonance imaging,magnetic resonance imaging,2,both,yes,yes,no
rea_19169c7f8e,mem_eb52ac9c29,neurodevelopmental disorders,neurodevelopmental disorders,5,both,yes,yes,no
rea_bb1a982f8c,mem_eb52ac9c29,neuroimaging,neuroimaging,15,both,yes,yes,no
rea_486df0e83e,mem_eb52ac9c29,"magnetic resonance imaging, brain, neurodevelopment, neurodevelopmental disorders, cancer",magnetic resonance imaging brain neurodevelopment neurodevelopmental disorders cancer,4,permissive_only,no,yes,yes
rea_d3da049d2a,mem_eb52ac9c29,child health,child health,5,permissive_only,no,yes,yes
rea_632bdc18d1,mem_2fc1b1d132,movement disorders,movement disorders,0,both,yes,yes,no
rea_f3bcb9109e,mem_2fc1b1d132,pain,pain,1,both,yes,yes,no
rea_d885f7bfb0,mem_2fc1b1d132,ho has a special clinical,ho has a special clinical,2,both,yes,yes,no
rea_1a7cd4e9fc,mem_f68a60fd9c,pain,pain,0,both,yes,yes,no
rea_c1813f9b00,mem_f68a60fd9c,molecular biology,molecular biology,1,both,yes,yes,no
rea_ae1e9877d3,mem_f68a60fd9c,genetically modified mice,genetically modified mice,2,both,yes,yes,no
rea_6984e016ec,mem_f68a60fd9c,signaling pathways,signaling pathways,3,both,yes,yes,no
rea_ba27c9acff,mem_f68a60fd9c,chronic disease,chronic disease,6,both,yes,yes,no
rea_fc4f9cac79,mem_78b75777c4,neuroimaging,neuroimaging,0,both,yes,yes,no
rea_45079ba815,mem_78b75777c4,stroke,stroke,1,both,yes,yes,no
rea_f21360550f,mem_78b75777c4,non-invasive brain stimulation,non invasive brain stimulation,3,both,yes,yes,no
rea_0454765892,mem_78b75777c4,brain computer interfaces,brain computer interfaces,4,both,yes,yes,no
rea_c835734394,mem_c2f73113e5,mood disorders,mood disorders,0,both,yes,yes,no
rea_4ea7e24dbb,mem_c2f73113e5,depression,depression,1,both,yes,yes,no
rea_ad1b14042b,mem_c2f73113e5,visiting the cognition,visiting the cognition,19,both,yes,yes,no
rea_8a8154f4d5,mem_c2f73113e5,pain,pain,21,both,yes,yes,no
rea_f8fe29ba0a,mem_c2f73113e5,cognition and emotion lab,cognition and emotion lab,2,permissive_only,no,yes,yes
rea_a560100240,mem_c2f73113e5,mcgrath) hotchkiss brain institute (hbi),mcgrath hotchkiss brain institute hbi,4,permissive_only,no,yes,yes
rea_e2d4185ee0,mem_c2f73113e5,student supervision,student supervision,5,permissive_only,no,yes,yes
rea_2773010408,mem_c2f73113e5,"journal of experimental psychopathology , 16 , 1-20",journal of experimental psychopathology 16 1 20,7,permissive_only,no,yes,yes
rea_6827781ddd,mem_c2f73113e5,comparison of student and community samples,comparison of student and community samples,8,permissive_only,no,yes,yes
rea_434b5751dd,mem_c2f73113e5,"journal of experimental psychopathology , 10 , 1-16",journal of experimental psychopathology 10 1 16,9,permissive_only,no,yes,yes
rea_d3284f6629,mem_c2f73113e5,"journal of experimental psychopathology , 10 , 1-15",journal of experimental psychopathology 10 1 15,10,permissive_only,no,yes,yes
rea_7182b7dd50,mem_c2f73113e5,journal of experimental psychopathology,journal of experimental psychopathology,11,permissive_only,no,yes,yes
rea_ce6a31b9d9,mem_c2f73113e5,psychiatry research communications,psychiatry research communications,12,permissive_only,no,yes,yes
rea_d3534d37a7,mem_c2f73113e5,addictive behaviors,addictive behaviors,13,permissive_only,no,yes,yes
rea_a8718cb883,mem_c2f73113e5,clinical psychology,clinical psychology,14,permissive_only,no,yes,yes
rea_0bd014c5a7,mem_c2f73113e5,attentional bias in electronic gaming machine (egm) players,attentional bias in electronic gaming machine egm players,15,permissive_only,no,yes,yes
rea_70695c8bde,mem_c2f73113e5,journal of behavioral addictions,journal of behavioral addictions,16,permissive_only,no,yes,yes
rea_2e1eb62f69,mem_c2f73113e5,psychology of addictive behaviors,psychology of addictive behaviors,17,permissive_only,no,yes,yes
rea_3a7d04b713,mem_c2f73113e5,moderating effect of daily psychosocial stress,moderating effect of daily psychosocial stress,18,permissive_only,no,yes,yes
rea_dd59db7c62,mem_c2f73113e5,behavior research methods,behavior research methods,19,permissive_only,no,yes,yes
rea_3f5e34fdcd,mem_c2f73113e5,impact on attention to images of women's bodies,impact on attention to images of women s bodies,20,permissive_only,no,yes,yes
rea_6f36722dcf,mem_1d2325ddda,this includes supporting clinical,this includes supporting clinical,0,both,yes,yes,no
rea_07bdeaf565,mem_1d2325ddda,assisting with clinical trials etc,assisting with clinical trials etc,1,both,yes,yes,no
rea_c238c9356e,mem_1d2325ddda,this includes supporting clinical research projects for faculty,this includes supporting clinical research projects for faculty,0,permissive_only,no,yes,yes
rea_c71d5efac5,mem_75b070759e,quantum information processing,quantum information processing,0,both,yes,yes,no
rea_328149fb4d,mem_75b070759e,there is various experimental evidence,there is various experimental evidence,1,permissive_only,no,yes,yes
rea_f1899d71b1,mem_75b070759e,joern davidsen on learning by purkinje cells,joern davidsen on learning by purkinje cells,2,permissive_only,no,yes,yes
rea_6cdb34e2eb,mem_e6ae3b7b4c,attention deficit disorder,attention deficit disorder,0,both,yes,yes,no
rea_c7ec9c0b23,mem_e6ae3b7b4c,autism,autism,1,both,yes,yes,no
rea_b9e293d8b0,mem_e6ae3b7b4c,role of gut microbiome,role of gut microbiome,2,both,yes,yes,no
rea_6e09d5cb9c,mem_e6ae3b7b4c,ketogenic therapy in pediatric neurodevelopmental disorders,ketogenic therapy in pediatric neurodevelopmental disorders,3,both,yes,yes,no
rea_dea59c9f2f,mem_e6ae3b7b4c,infantile epilepsy,infantile epilepsy,4,both,yes,yes,no
rea_1a3e3f9f92,mem_e6ae3b7b4c,gut microbiome,gut microbiome,5,both,yes,yes,no
rea_058a185bca,mem_c6790bf1f8,brain aging in middle to older adults,brain aging in middle to older adults,0,both,yes,yes,no
rea_2ceef36fcb,mem_c6790bf1f8,examines exercise-induced changes in the cardiovascular,examines exercise induced changes in the cardiovascular,1,both,yes,yes,no
rea_a876232ddb,mem_c6790bf1f8,immune systems,immune systems,2,both,yes,yes,no
rea_0468018d17,mem_c6790bf1f8,brain health and exercise,brain health and exercise,3,both,yes,yes,no
rea_e128bc25ba,mem_c6790bf1f8,brain health,brain health,7,both,yes,yes,no
rea_fb7685b719,mem_c6790bf1f8,behavioral neuroscience,behavioral neuroscience,19,both,yes,yes,no
rea_b79555959d,mem_c6790bf1f8,long-term consequences of pregnancy for brain health,long term consequences of pregnancy for brain health,20,both,yes,yes,no
rea_b5a458bed8,mem_c6790bf1f8,research brain health,research brain health,5,permissive_only,no,yes,yes
rea_9b19f0c478,mem_c6790bf1f8,ctv her health segment,ctv her health segment,6,permissive_only,no,yes,yes
rea_f6eef106c0,mem_28a1b9d70f,brain injury,brain injury,0,both,yes,yes,no
rea_9b94034c8d,mem_28a1b9d70f,cerebral metabolism after injury,cerebral metabolism after injury,1,both,yes,yes,no
rea_120b98c2d7,mem_28a1b9d70f,consequently outcome has not improved,consequently outcome has not improved,5,both,yes,yes,no
rea_b102d5dcfe,mem_e99045f0a4,neuromorphic systems and brain-inspired technologies,neuromorphic systems and brain inspired technologies,0,both,yes,yes,no
rea_615e36853b,mem_e99045f0a4,quantum materials and sensing,quantum materials and sensing,1,both,yes,yes,no
rea_c9bebbe9b7,mem_e99045f0a4,quantum science,quantum science,2,both,yes,yes,no
rea_5f67d9709b,mem_92fd45a247,brain machine interfaces,brain machine interfaces,0,both,yes,yes,no
rea_84f73ccff0,mem_92fd45a247,biomedical engineering,biomedical engineering,1,both,yes,yes,no
rea_ab56319c94,mem_92fd45a247,alzheimer disease,alzheimer disease,13,both,yes,yes,no
rea_be9c09ed05,mem_92fd45a247,stroke,stroke,14,both,yes,yes,no
rea_27ce9c4b4c,mem_92fd45a247,pain,pain,15,both,yes,yes,no
rea_3f8bba05b8,mem_92fd45a247,microneedles for transdermal drug delivery,microneedles for transdermal drug delivery,5,permissive_only,no,yes,yes
rea_9c7af90873,mem_92fd45a247,health and life,health and life,6,permissive_only,no,yes,yes
rea_21411d287e,mem_92fd45a247,undergraduate student supervision: 56,undergraduate student supervision 56,7,permissive_only,no,yes,yes
rea_1e906a49ed,mem_b4cf5563b0,epilepsy,epilepsy,0,both,yes,yes,no
rea_cafb1e3de4,mem_b4cf5563b0,machine learning,machine learning,1,both,yes,yes,no
rea_f9a8cf212c,mem_b4cf5563b0,therapeutic predictive models for epilepsy,therapeutic predictive models for epilepsy,6,both,yes,yes,no
rea_bb2a94120c,mem_b4cf5563b0,epidemiology,epidemiology,11,both,yes,yes,no
rea_fd5be16294,mem_b4cf5563b0,stroke,stroke,12,both,yes,yes,no
rea_8ae42e576b,mem_b4cf5563b0,predictive modeling to epilepsy outcomes,predictive modeling to epilepsy outcomes,13,both,yes,yes,no
rea_bf8e032036,mem_a4737deb7f,alzheimer disease,alzheimer disease,0,both,yes,yes,no
rea_6a3036699d,mem_a4737deb7f,epidemiology,epidemiology,1,both,yes,yes,no
rea_6dc5297004,mem_a4737deb7f,depression,depression,3,both,yes,yes,no
rea_7cd222159a,mem_a4737deb7f,vascular dementia,vascular dementia,5,both,yes,yes,no
rea_a86ef0cf76,mem_a4737deb7f,health services,health services,6,both,yes,yes,no
rea_da2460ca6a,mem_a4737deb7f,outcomes research,outcomes research,7,both,yes,yes,no
rea_2c03e8c1cf,mem_a4737deb7f,health systems,health systems,36,both,yes,yes,no
rea_5019bb6d32,mem_5e831960ba,advancing teaching and learning,advancing teaching and learning,0,both,yes,yes,no
rea_0440d8cfdc,mem_5e831960ba,depression,depression,5,both,yes,yes,no
rea_b8ddb2051d,mem_5e831960ba,my scholarship activities focus on advancing teaching and learning,my scholarship activities focus on advancing teaching and learning,1,permissive_only,no,yes,yes
rea_e318578ba9,mem_5e831960ba,scholarship activities focus on advancing teaching and learning,scholarship activities focus on advancing teaching and learning,2,permissive_only,no,yes,yes
rea_669402a89e,mem_5e831960ba,research areas of research activities my scholarship activities focus on advancing teaching and learning,research areas of research activities my scholarship activities focus on advancing teaching and learning,3,permissive_only,no,yes,yes
rea_ebfcfc3da0,mem_5e831960ba,concomitant disruptions in skilled motor behaviour,concomitant disruptions in skilled motor behaviour,5,permissive_only,no,yes,yes
rea_c7ab47008d,mem_5e831960ba,behav brain res 214: 60-65,behav brain res 214 60 65,6,permissive_only,no,yes,yes
rea_4806fc7cd0,mem_5e831960ba,interictal discharges in a model of experimental epilepsy,interictal discharges in a model of experimental epilepsy,7,permissive_only,no,yes,yes
rea_1f1fcd03eb,mem_5e831960ba,j neurophysiol 103(6):3139-52,j neurophysiol 103 6 3139 52,8,permissive_only,no,yes,yes
rea_35c6a69dc5,mem_5e831960ba,exp neurol. 217(2):421-8,exp neurol 217 2 421 8,9,permissive_only,no,yes,yes
rea_8b5050378e,mem_5e831960ba,brain res. 1178:38-43,brain res 1178 38 43,10,permissive_only,no,yes,yes
rea_08dfeb5217,mem_5e831960ba,neuroscience­ . 149(2):263-72,neuroscience 149 2 263 72,11,permissive_only,no,yes,yes
rea_cf41276863,mem_5e831960ba,neuroscience 144(4):1409-1414,neuroscience 144 4 1409 1414,12,permissive_only,no,yes,yes
rea_a067dfcc70,mem_5e831960ba,neurophysiological recovery from neonatal motor cortex injury,neurophysiological recovery from neonatal motor cortex injury,13,permissive_only,no,yes,yes
rea_b762c3b812,mem_5e831960ba,eur j neurosci 24:739-749,eur j neurosci 24 739 749,14,permissive_only,no,yes,yes
rea_67acb362b2,mem_5e831960ba,dendritic morphology in epilepsy-prone,dendritic morphology in epilepsy prone,15,permissive_only,no,yes,yes
rea_2d3eba0b85,mem_5e831960ba,epilepsy-resistant rat strains following high-frequency stimulation,epilepsy resistant rat strains following high frequency stimulation,16,permissive_only,no,yes,yes
rea_3af2dc73c1,mem_5e831960ba,eur j neurosci 19:2319-2328,eur j neurosci 19 2319 2328,17,permissive_only,no,yes,yes
rea_36490103b0,mem_5e831960ba,neurol res 25(8):794-800,neurol res 25 8 794 800,18,permissive_only,no,yes,yes
rea_2d35ea9205,mem_5e831960ba,optimal parameters for microstimulation derived forelimb movement thresholds,optimal parameters for microstimulation derived forelimb movement thresholds,19,permissive_only,no,yes,yes
rea_3bc790ce8e,mem_5e831960ba,submitted to j neuroscience methods,submitted to j neuroscience methods,20,permissive_only,no,yes,yes
rea_21b37244d8,mem_e7c4e90dd1,dementia,dementia,0,both,yes,yes,no
rea_14bb5123f8,mem_e7c4e90dd1,mental health,mental health,1,both,yes,yes,no
rea_044c78366b,mem_e7c4e90dd1,geriatric mental health,geriatric mental health,3,both,yes,yes,no
rea_658b92bd23,mem_e7c4e90dd1,health services research,health services research,4,both,yes,yes,no
rea_7f86c16972,mem_e7c4e90dd1,knowledge translation,knowledge translation,5,both,yes,yes,no
rea_aa325efd4f,mem_e7c4e90dd1,epidemiology,epidemiology,6,both,yes,yes,no
rea_0206a497ab,mem_e7c4e90dd1,other mental health conditions,other mental health conditions,9,both,yes,yes,no
rea_c0bba772a2,mem_e7c4e90dd1,other mental disorders in late life,other mental disorders in late life,11,both,yes,yes,no
rea_367cd38d04,mem_e7c4e90dd1,health systems,health systems,56,both,yes,yes,no
rea_8ab23e974d,mem_e7c4e90dd1,experience - mental health,experience mental health,59,both,yes,yes,no
rea_fd14858654,mem_e7c4e90dd1,i have completed systematic reviews related to geriatric mental health,i have completed systematic reviews related to geriatric mental health,5,permissive_only,no,yes,yes
rea_6b12e68fd0,mem_e7c4e90dd1,for health policy,for health policy,9,permissive_only,no,yes,yes
rea_137c8080e4,mem_e7c4e90dd1,precise-mh: precision care with information,precise mh precision care with information,11,permissive_only,no,yes,yes
rea_412f7a5396,mem_e7c4e90dd1,"precise-mh: precision care with information, science and experience - mental health",precise mh precision care with information science and experience mental health,12,permissive_only,no,yes,yes
rea_430a56c788,mem_3f1cca7ee5,disordered gambling,disordered gambling,0,both,yes,yes,no
rea_6e41123de6,mem_3f1cca7ee5,schizophrenia,schizophrenia,2,both,yes,yes,no
rea_4e9e454272,mem_3f1cca7ee5,depression,depression,5,both,yes,yes,no
rea_065d4b1384,mem_3f1cca7ee5,non-smoking disordered gamblers,non smoking disordered gamblers,6,both,yes,yes,no
rea_ddc68506b9,mem_3f1cca7ee5,"behavioral addictions (e. g., disordered gambling, gaming)",behavioral addictions e g disordered gambling gaming,0,permissive_only,no,yes,yes
rea_af9bce86a7,mem_3f1cca7ee5,canadian journal of public health,canadian journal of public health,4,permissive_only,no,yes,yes
rea_f83d2206e3,mem_3f1cca7ee5,personality and mental health,personality and mental health,5,permissive_only,no,yes,yes
rea_1674e1ecd1,mem_3f1cca7ee5,international journal of mental health and addiction,international journal of mental health and addiction,6,permissive_only,no,yes,yes
rea_6cabaae556,mem_3f1cca7ee5,experimental and clinical psychopharmacology,experimental and clinical psychopharmacology,7,permissive_only,no,yes,yes
rea_e44601aed5,mem_3f1cca7ee5,home health care services quarterly,home health care services quarterly,8,permissive_only,no,yes,yes
rea_ce98e1caf2,mem_3f1cca7ee5,gambling disorder,gambling disorder,9,permissive_only,no,yes,yes
rea_e9f83895ab,mem_3f1cca7ee5,comorbid behavioral addictions: demographic,comorbid behavioral addictions demographic,10,permissive_only,no,yes,yes
rea_0ebf3d433e,mem_3f1cca7ee5,gambling disorder . batista de oliveria,gambling disorder batista de oliveria,11,permissive_only,no,yes,yes
rea_0f9518ca86,mem_3f1cca7ee5,c.. journal of behavioral addictions. 8(3),c journal of behavioral addictions 8 3,12,permissive_only,no,yes,yes
rea_8690c6e2e8,mem_3f1cca7ee5,mental health. 12(4),mental health 12 4,13,permissive_only,no,yes,yes
rea_9de8b02bff,mem_3f1cca7ee5,dishonest gambler: low hexaco honesty-humility and gambling severity in a community sample of gamblers,dishonest gambler low hexaco honesty humility and gambling severity in a community sample of gamblers,14,permissive_only,no,yes,yes
rea_c45c6d6e7d,mem_3f1cca7ee5,patterns and motives for electronic cigarette use in a sample of community-recruited gamblers,patterns and motives for electronic cigarette use in a sample of community recruited gamblers,15,permissive_only,no,yes,yes
rea_f7b4c7bb83,mem_3f1cca7ee5,international journal of mental health,international journal of mental health,16,permissive_only,no,yes,yes
rea_eb371e96b6,mem_3f1cca7ee5,canadian journal of behavioural science. 44(3),canadian journal of behavioural science 44 3,17,permissive_only,no,yes,yes
rea_a72c4398e3,mem_3f1cca7ee5,comparison of gambling behaviour,comparison of gambling behaviour,18,permissive_only,no,yes,yes
rea_3d2d5f43c8,mem_3f1cca7ee5,s.. home health care services quarterly. 31,s home health care services quarterly 31,19,permissive_only,no,yes,yes
rea_2ca289117a,mem_bd39b96aae,indigenous mental health,indigenous mental health,0,both,yes,yes,no
rea_51221b6fb3,mem_bd39b96aae,military psychiatry,military psychiatry,1,both,yes,yes,no
rea_c1c3168afa,mem_bd39b96aae,cultural psychiatry,cultural psychiatry,2,both,yes,yes,no
rea_8e737741ae,mem_bd39b96aae,post-traumatic stress disorder,post traumatic stress disorder,16,both,yes,yes,no
rea_0db6dd659f,mem_bd39b96aae,mental disorders,mental disorders,4,permissive_only,no,yes,yes
rea_38787d06ed,mem_bd39b96aae,racism and mental disorders,racism and mental disorders,5,permissive_only,no,yes,yes
rea_58d8d5628c,mem_bd39b96aae,random musings in psychiatry,random musings in psychiatry,6,permissive_only,no,yes,yes
rea_c5519877c1,mem_023bd77aa2,clinical science,clinical science,0,both,yes,yes,no
rea_eadcf79f1e,mem_023bd77aa2,equine health,equine health,1,both,yes,yes,no
rea_fd2edb5813,mem_023bd77aa2,pain,pain,3,both,yes,yes,no
rea_a5867a3f0b,mem_4fc16fbe9a,mental health,mental health,0,both,yes,yes,no
rea_d4bd31710c,mem_4fc16fbe9a,health systems,health systems,1,both,yes,yes,no
rea_12dbf01748,mem_4fc16fbe9a,youth mental health,youth mental health,4,both,yes,yes,no
rea_dbb281e9fc,mem_4fc16fbe9a,stroke,stroke,6,both,yes,yes,no
rea_3f62a547cb,mem_2561dcafb5,novel therapeutics and medicinal chemistry,novel therapeutics and medicinal chemistry,0,both,yes,yes,no
rea_030c364b01,mem_2561dcafb5,particularly those occurring in the brain,particularly those occurring in the brain,1,both,yes,yes,no
rea_d165be8df6,mem_2561dcafb5,novel therapeutics,novel therapeutics,6,both,yes,yes,no
rea_08a4c3fdb2,mem_2561dcafb5,chronic disease,chronic disease,3,permissive_only,no,yes,yes
rea_e5873fff5a,mem_b18bf71309,movement disorders,movement disorders,1,both,yes,yes,no
rea_f72630fc50,mem_b18bf71309,depression,depression,2,both,yes,yes,no
rea_76919bba9f,mem_b18bf71309,exploration of neuromodulation therapies,exploration of neuromodulation therapies,3,both,yes,yes,no
rea_9e6bea8719,mem_b18bf71309,parkinson’s disease,parkinson s disease,5,both,yes,yes,no
rea_b6bfd92ec1,mem_db7a5c0e29,advanced imaging of the human spinal cord,advanced imaging of the human spinal cord,0,both,yes,yes,no
rea_9aa33157f6,mem_db7a5c0e29,spinal column,spinal column,1,both,yes,yes,no
rea_8a85ba9acb,mem_b5df8f2ae8,depression,depression,0,both,yes,yes,no
rea_420b47f759,mem_b5df8f2ae8,substance abuse addictions,substance abuse addictions,1,both,yes,yes,no
rea_7000a4208e,mem_b5df8f2ae8,other mental health comorbidities (e,other mental health comorbidities e,2,both,yes,yes,no
rea_dc80af7e25,mem_b5df8f2ae8,more information i am not accepting msc,more information i am not accepting msc,3,permissive_only,no,yes,yes
rea_92c925e9ce,mem_c05467d02f,clinical research: biomarkers,clinical research biomarkers,0,both,yes,yes,no
rea_6cf6fbb079,mem_c05467d02f,non-invasive neuro modulation,non invasive neuro modulation,1,both,yes,yes,no
rea_91588a3c21,mem_c05467d02f,movement disorders,movement disorders,2,both,yes,yes,no
rea_bd99d8b7a7,mem_c05467d02f,other neurodevelopmental disorders,other neurodevelopmental disorders,3,both,yes,yes,no
rea_25ac79cbc2,mem_c05467d02f,parkinson’s disease,parkinson s disease,4,both,yes,yes,no
rea_c93c9d8a89,mem_d670519f7b,topics such as clinical geriatrics,topics such as clinical geriatrics,6,both,yes,yes,no
rea_403e6a1c01,mem_d670519f7b,dementia,dementia,7,both,yes,yes,no
rea_d07c0db479,mem_d670519f7b,clinical practice guidelines,clinical practice guidelines,8,both,yes,yes,no
rea_ca40ae1b1a,mem_d670519f7b,alzheimer disease,alzheimer disease,9,both,yes,yes,no
rea_95a4d99a53,mem_d670519f7b,pain,pain,11,both,yes,yes,no
rea_64bed1ca7a,mem_d670519f7b,depression,depression,12,both,yes,yes,no
rea_9a0312dc1c,mem_d670519f7b,"as a geriatrician, i've been particularly interested over the years in age-related health issues",as a geriatrician i ve been particularly interested over the years in age related health issues,0,permissive_only,no,yes,yes
rea_7cac7cb4b6,mem_d670519f7b,colleagues in the brenda strafford centre on aging,colleagues in the brenda strafford centre on aging,1,permissive_only,no,yes,yes
rea_de809e47f7,mem_d670519f7b,health reports,health reports,6,permissive_only,no,yes,yes
rea_1d6e2f3b62,mem_d670519f7b,can j public health,can j public health,7,permissive_only,no,yes,yes
rea_b460af686c,mem_d670519f7b,health promot chronic dis prev can,health promot chronic dis prev can,8,permissive_only,no,yes,yes
rea_e0127cbb49,mem_d670519f7b,non-prescription polypharmacy by frailty,non prescription polypharmacy by frailty,9,permissive_only,no,yes,yes
rea_e2a27652a2,mem_d670519f7b,incidence of neurological,incidence of neurological,10,permissive_only,no,yes,yes
rea_9d6a2c710e,mem_d670519f7b,consensus statement regarding the application of biogen to health canada for approval of aducanumab,consensus statement regarding the application of biogen to health canada for approval of aducanumab,11,permissive_only,no,yes,yes
rea_ddbd85d956,mem_d670519f7b,books and book chapters creating the future of health,books and book chapters creating the future of health,12,permissive_only,no,yes,yes
rea_edf07ab9d1,mem_d670519f7b,creating the future of health . robert lampard,creating the future of health robert lampard,13,permissive_only,no,yes,yes
rea_d665bd2b7d,mem_d670519f7b,creating the future of health,creating the future of health,14,permissive_only,no,yes,yes
rea_13d55e6607,mem_c98befafc2,treatment of childhood trauma,treatment of childhood trauma,0,both,yes,yes,no
rea_3b31c9a77e,mem_c98befafc2,social services,social services,2,both,yes,yes,no
