position_id,member_id,title,department,faculty,institution,affiliation_type,url,raw_text,sort_order,extraction_source,strict_extracted,permissive_extracted,permissive_only
pos_d68951d9e2,mem_c98befafc2,~ Other ~,,,,,,~ Other ~,5,both,yes,yes,no
pos_40c7826d04,mem_bb4df08b42,Clinical Professor,,,,,,Clinical Professor,0,both,yes,yes,no
pos_15a535b917,mem_bb4df08b42,Cumming School of Medicine,Department of Psychiatry,Cumming School Of Medicine,,,,"Cumming School of Medicine, Department of Psychiatry",1,both,yes,yes,no
pos_260d5b1de3,mem_bb4df08b42,Full Member,,,,,,Full Member,2,both,yes,yes,no
pos_e1641c7d05,mem_bb4df08b42,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,3,both,yes,yes,no
pos_945445bc4f,mem_bb4df08b42,Mathison Centre for Mental Health Research and Education,,,,,,Mathison Centre for Mental Health Research and Education,4,both,yes,yes,no
pos_b80c482ebc,mem_3e0e98847e,Acting Dean,,,,,,Acting Dean,0,both,yes,yes,no
pos_7b3ba9bf38,mem_3e0e98847e,Faculty of Social Work,,Faculty Of Social Work,,,,Faculty of Social Work,1,both,yes,yes,no
pos_73ab847a75,mem_3e0e98847e,Professor,,,,,,Professor,2,both,yes,yes,no
pos_58af5e8f5f,mem_3e0e98847e,Full Member,,,,,,Full Member,3,both,yes,yes,no
pos_a2899baeef,mem_3e0e98847e,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,4,both,yes,yes,no
pos_897c2ce64b,mem_3e0e98847e,Mathison Centre for Mental Health Research and Education,,,,,,Mathison Centre for Mental Health Research and Education,5,both,yes,yes,no
pos_bb64005dd1,mem_3e0e98847e,Child Health & Wellness Researcher,,,,,,Child Health & Wellness Researcher,6,both,yes,yes,no
pos_76e7857582,mem_3e0e98847e,Alberta Children's Hospital Research Institute,Owerko Centre,,,,,"Alberta Children's Hospital Research Institute, Owerko Centre",7,both,yes,yes,no
pos_aa28ddff1d,mem_f80aadfb52,Director,,,,,,Director,0,both,yes,yes,no
pos_5f78ff8ad9,mem_f80aadfb52,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,1,both,yes,yes,no
pos_2a2897de90,mem_f80aadfb52,Professor,,,,,,Professor,2,both,yes,yes,no
pos_8ad5ac7f94,mem_f80aadfb52,Cumming School of Medicine,Department of Clinical Neurosciences,Cumming School Of Medicine,,,,"Cumming School of Medicine, Department of Clinical Neurosciences",3,both,yes,yes,no
pos_08709afb62,mem_f80aadfb52,Cumming School of Medicine,Department of Radiology,Cumming School Of Medicine,,,,"Cumming School of Medicine, Department of Radiology",4,both,yes,yes,no
pos_39c6ec0751,mem_f80aadfb52,Full Member,,,,,,Full Member,5,both,yes,yes,no
pos_04a3b0f931,mem_999cbbb01a,Professor - Medicine,,,,,,Professor - Medicine,0,both,yes,yes,no
pos_d46c8f1e4a,mem_999cbbb01a,Cumming School of Medicine,,Cumming School Of Medicine,,,,Cumming School of Medicine,1,both,yes,yes,no
pos_2940048564,mem_999cbbb01a,Associate Member,,,,associate member,,Associate Member,2,both,yes,yes,no
pos_3e012f4337,mem_999cbbb01a,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,3,both,yes,yes,no
pos_78f3e950ae,mem_c9fd274cf3,Professor,,,,,,Professor,0,both,yes,yes,no
pos_bfc54958f2,mem_c9fd274cf3,Faculty of Nursing,Faculty,Faculty Of Nursing,,,,"Faculty of Nursing, Faculty",1,both,yes,yes,no
pos_0513bf420b,mem_c9fd274cf3,Full Member,,,,,,Full Member,2,both,yes,yes,no
pos_70a287de16,mem_c9fd274cf3,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,3,both,yes,yes,no
pos_0022e07db6,mem_c9fd274cf3,Mathison Centre for Mental Health Research and Education,,,,,,Mathison Centre for Mental Health Research and Education,4,both,yes,yes,no
pos_74f3523e20,mem_c9fd274cf3,Child Health & Wellness Researcher,,,,,,Child Health & Wellness Researcher,5,both,yes,yes,no
pos_b404981ef5,mem_c9fd274cf3,Alberta Children's Hospital Research Institute,,,,,,Alberta Children's Hospital Research Institute,6,both,yes,yes,no
pos_6d849c85a0,mem_bc444455ee,Professor,,,,,,Professor,0,both,yes,yes,no
pos_10768d2566,mem_bc444455ee,Cumming School of Medicine,Department of Medical Genetics,Cumming School Of Medicine,,,,"Cumming School of Medicine, Department of Medical Genetics",1,both,yes,yes,no
pos_b47ea94aff,mem_bc444455ee,Cumming School of Medicine,Department of Biochemistry and Molecular Biology,Cumming School Of Medicine,,,,"Cumming School of Medicine, Department of Biochemistry and Molecular Biology",2,both,yes,yes,no
pos_5043026d42,mem_bc444455ee,Deputy Head,,,,,,Deputy Head,3,both,yes,yes,no
pos_78c6b30135,mem_bc444455ee,Full Member,,,,,,Full Member,4,both,yes,yes,no
pos_ea2fc780e2,mem_bc444455ee,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,5,both,yes,yes,no
pos_4f7593b415,mem_bc444455ee,Child Health & Wellness Researcher,,,,,,Child Health & Wellness Researcher,6,both,yes,yes,no
pos_20365fae1e,mem_bc444455ee,Alberta Children's Hospital Research Institute,Owerko Centre,,,,,"Alberta Children's Hospital Research Institute, Owerko Centre",7,both,yes,yes,no
pos_35df7527ec,mem_ee6b1c7368,Professor,,,,,,Professor,0,both,yes,yes,no
pos_5b35bdd41c,mem_ee6b1c7368,Cumming School of Medicine,Department of Pediatrics | Child and Family Health Research Unit,Cumming School Of Medicine,,,,"Cumming School of Medicine, Department of Pediatrics | Child and Family Health Research Unit",1,both,yes,yes,no
pos_3a28b93041,mem_ee6b1c7368,Cumming School of Medicine,Department of Community Health Sciences,Cumming School Of Medicine,,,,"Cumming School of Medicine, Department of Community Health Sciences",2,both,yes,yes,no
pos_5d822024a1,mem_ee6b1c7368,Full Member,,,,,,Full Member,3,both,yes,yes,no
pos_2eba4f09f9,mem_ee6b1c7368,Alberta Children's Hospital Research Institute,Owerko Centre,,,,,"Alberta Children's Hospital Research Institute, Owerko Centre",4,both,yes,yes,no
pos_2cda412bd6,mem_ee6b1c7368,Hotchkiss Brain Institute,Mathison Centre for Mental Health Research and Education,,,,,"Hotchkiss Brain Institute, Mathison Centre for Mental Health Research and Education",5,both,yes,yes,no
pos_37dd57a0e6,mem_95cc419952,Chair: CIHR Tier 2 Canada Research Chair in Childhood Health Promotion,,,,,,Chair: CIHR Tier 2 Canada Research Chair in Childhood Health Promotion,0,both,yes,yes,no
pos_34ff0aba3d,mem_95cc419952,Faculty of Arts,Department of Psychology,Faculty Of Arts,,,https://arts.ucalgary.ca/,"Faculty of Arts , Department of Psychology",1,both,yes,yes,no
pos_011ed7ba85,mem_95cc419952,Associate Professor,,,,,,Associate Professor,2,both,yes,yes,no
pos_6b4bfecadd,mem_95cc419952,Adjunct Associate Professor,,,,adjunct,,Adjunct Associate Professor,3,both,yes,yes,no
pos_ec206370e6,mem_95cc419952,Faculty of Social Work,Calgary Campus,Faculty Of Social Work,,,,"Faculty of Social Work, Calgary Campus",4,both,yes,yes,no
pos_7d8896f5bc,mem_95cc419952,Joint Appointment,,,,,,Joint Appointment,5,both,yes,yes,no
pos_81118dbfb5,mem_95cc419952,Cumming School of Medicine,Department of Psychiatry,Cumming School Of Medicine,,,,"Cumming School of Medicine, Department of Psychiatry",6,both,yes,yes,no
pos_dd6e9177b1,mem_95cc419952,Full Member,,,,,,Full Member,7,both,yes,yes,no
pos_488d146e3d,mem_95cc419952,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,8,both,yes,yes,no
pos_fe83393ff2,mem_95cc419952,Mathison Centre for Mental Health Research and Education,,,,,,Mathison Centre for Mental Health Research and Education,9,both,yes,yes,no
pos_eb6458a20c,mem_95cc419952,Child Health & Wellness Researcher,,,,,,Child Health & Wellness Researcher,10,both,yes,yes,no
pos_17c07899e5,mem_95cc419952,Alberta Children's Hospital Research Institute,Owerko Centre,,,,,"Alberta Children's Hospital Research Institute, Owerko Centre",11,both,yes,yes,no
pos_c5fc833791,mem_95cc419952,O'Brien Institute for Public Health,,,,,,O'Brien Institute for Public Health,12,both,yes,yes,no
pos_a9861973a4,mem_087ae95126,Associate Professor,,,,,,Associate Professor,0,both,yes,yes,no
pos_2db2d269a9,mem_087ae95126,Faculty of Arts,Department of Psychology,Faculty Of Arts,,,https://arts.ucalgary.ca/,"Faculty of Arts , Department of Psychology",1,both,yes,yes,no
pos_31e5096a89,mem_087ae95126,Associate Member,,,,associate member,,Associate Member,2,both,yes,yes,no
pos_98c9057432,mem_087ae95126,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,3,both,yes,yes,no
pos_28e6272807,mem_087ae95126,Full Member,,,,,,Full Member,4,both,yes,yes,no
pos_0c5975df01,mem_087ae95126,Mathison Centre for Mental Health Research and Education,,,,,,Mathison Centre for Mental Health Research and Education,5,both,yes,yes,no
pos_0e2dd80629,mem_087ae95126,Child Health & Wellness Researcher,,,,,,Child Health & Wellness Researcher,6,both,yes,yes,no
pos_5822181ea4,mem_087ae95126,Alberta Children's Hospital Research Institute,,,,,,Alberta Children's Hospital Research Institute,7,both,yes,yes,no
pos_ae9e5ca0d8,mem_32edff8f29,Professor,,,,,,Professor,0,both,yes,yes,no
pos_97556b51dd,mem_32edff8f29,Schulich School of Engineering,Department of Electrical and Software Engineering,Schulich School Of Engineering,,,https://schulich.ucalgary.ca/electrical-software,"Schulich School of Engineering, Department of Electrical and Software Engineering",1,both,yes,yes,no
pos_063803654b,mem_32edff8f29,Child Health & Wellness Researcher,,,,,,Child Health & Wellness Researcher,2,both,yes,yes,no
pos_43dadd436c,mem_32edff8f29,Alberta Children's Hospital Research Institute,,,,,,Alberta Children's Hospital Research Institute,3,both,yes,yes,no
pos_1a3291b9f5,mem_32edff8f29,Parex Resources Innovation Fellow (2023-25),,,,,,Parex Resources Innovation Fellow (2023-25),4,both,yes,yes,no
pos_580da87e1a,mem_32edff8f29,Full Member,,,,,,Full Member,5,both,yes,yes,no
pos_cd75860c1c,mem_32edff8f29,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,6,both,yes,yes,no
pos_0c03bf311d,mem_32edff8f29,Mathison Centre for Mental Health Research and Education,,,,,,Mathison Centre for Mental Health Research and Education,7,both,yes,yes,no
pos_09bef782f8,mem_6a681336c2,Clinical Professor,,,,,,Clinical Professor,0,both,yes,yes,no
pos_1aa95cbfe2,mem_6a681336c2,Cumming School of Medicine,Department of Psychiatry,Cumming School Of Medicine,,,,"Cumming School of Medicine, Department of Psychiatry",1,both,yes,yes,no
pos_f5558ce4e3,mem_6a681336c2,Full Member,,,,,,Full Member,2,both,yes,yes,no
pos_3b70577c0e,mem_6a681336c2,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,3,both,yes,yes,no
pos_ef73dc21ea,mem_6a681336c2,Mathison Centre for Mental Health Research and Education,,,,,,Mathison Centre for Mental Health Research and Education,4,both,yes,yes,no
pos_6baa00e6f9,mem_11c6e6d0a9,Clinical Professor,,,,,,Clinical Professor,0,both,yes,yes,no
pos_eaca16e96f,mem_11c6e6d0a9,Cumming School of Medicine,,Cumming School Of Medicine,,,,Cumming School of Medicine,1,both,yes,yes,no
pos_b86a661941,mem_11c6e6d0a9,Associate Member,,,,associate member,,Associate Member,2,both,yes,yes,no
pos_73868cfec0,mem_11c6e6d0a9,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,3,both,yes,yes,no
pos_db97090aba,mem_f204657bcb,Azrieli Accelerator Professorship in Inclusive Engineering Technologies for Neurodevelopment,,,,,,Azrieli Accelerator Professorship in Inclusive Engineering Technologies for Neurodevelopment,0,both,yes,yes,no
pos_70df7d927d,mem_f204657bcb,Schulich School of Engineering,Department of Biomedical Engineering,Schulich School Of Engineering,,,https://schulich.ucalgary.ca/biomedical,"Schulich School of Engineering, Department of Biomedical Engineering",1,both,yes,yes,no
pos_d25359f68b,mem_f204657bcb,Engineering Core Director,,,,,,Engineering Core Director,2,both,yes,yes,no
pos_a1271eca79,mem_f204657bcb,BCI4Kids,,,,,,BCI4Kids,3,both,yes,yes,no
pos_6819707ddf,mem_f204657bcb,Child Health and Wellness Researcher,,,,,,Child Health and Wellness Researcher,4,both,yes,yes,no
pos_adcc7e02e6,mem_f204657bcb,Alberta Children's Hospital Research Institute,Owerko Centre,,,,,"Alberta Children's Hospital Research Institute, Owerko Centre",5,both,yes,yes,no
pos_d1b8a11c31,mem_06b710915b,Assistant Professor,,,,,,Assistant Professor,0,both,yes,yes,no
pos_19c0b9b588,mem_06b710915b,Cumming School of Medicine,Department of Clinical Neurosciences | Physical Medicine and Rehabilitation,Cumming School Of Medicine,,,,"Cumming School of Medicine, Department of Clinical Neurosciences | Physical Medicine and Rehabilitation",1,both,yes,yes,no
pos_8da3405516,mem_06b710915b,Full Member,,,,,,Full Member,2,both,yes,yes,no
pos_4f9d779bc7,mem_06b710915b,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,3,both,yes,yes,no
pos_a1d9aa4b11,mem_06b710915b,Child Health & Wellness Researcher,,,,,,Child Health & Wellness Researcher,4,both,yes,yes,no
pos_ce7e139898,mem_06b710915b,Alberta Children's Hospital Research Institute,Owerko Centre,,,,,"Alberta Children's Hospital Research Institute, Owerko Centre",5,both,yes,yes,no
pos_d316bbc772,mem_06b710915b,Adjunct Assistant Professor,,,,adjunct,,Adjunct Assistant Professor,6,both,yes,yes,no
pos_816baee0c0,mem_06b710915b,Faculty of Kinesiology,,Faculty Of Kinesiology,,,,Faculty of Kinesiology,7,both,yes,yes,no
pos_bb5abd5cdd,mem_5357e9a762,Professor Emerita,,,,,,Professor Emerita,0,both,yes,yes,no
pos_34fc5ecdf5,mem_5357e9a762,Faculty of Nursing,Emeriti,Faculty Of Nursing,,,,"Faculty of Nursing, Emeriti",1,both,yes,yes,no
pos_308e9fc8c4,mem_5357e9a762,Associate Member,,,,associate member,,Associate Member,2,both,yes,yes,no
pos_0a8c9fe8bb,mem_5357e9a762,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,3,both,yes,yes,no
pos_f6d208ad13,mem_5357e9a762,Full Member,,,,,,Full Member,4,both,yes,yes,no
pos_f4360226b4,mem_5357e9a762,McCaig Institute for Bone and Joint Health,,,,,,McCaig Institute for Bone and Joint Health,5,both,yes,yes,no
pos_c143f650be,mem_0dc9704372,Adjunct Instructor,,,,adjunct,,Adjunct Instructor,0,both,yes,yes,no
pos_f41e0d080d,mem_0dc9704372,Cumming School of Medicine,Department of Psychiatry,Cumming School Of Medicine,,,,"Cumming School of Medicine, Department of Psychiatry",1,both,yes,yes,no
pos_b8f96b2734,mem_0dc9704372,Sessional Instructor,,,,,,Sessional Instructor,2,both,yes,yes,no
pos_746fa37944,mem_0dc9704372,Faculty of Social Work,Calgary Campus,Faculty Of Social Work,,,,"Faculty of Social Work, Calgary Campus",3,both,yes,yes,no
pos_1af0bca682,mem_0dc9704372,Associate Member,,,,associate member,,Associate Member,4,both,yes,yes,no
pos_23ef111896,mem_0dc9704372,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,5,both,yes,yes,no
pos_9a46b2ed5e,mem_0dc9704372,Mathison Centre for Mental Health Research and Education,,,,,,Mathison Centre for Mental Health Research and Education,6,both,yes,yes,no
pos_4e1f6b6146,mem_a04b5207a5,Associate Professor,,,,,,Associate Professor,0,both,yes,yes,no
pos_78f664a478,mem_a04b5207a5,Faculty of Science,Department of Computer Science,Faculty Of Science,,,https://science.ucalgary.ca,"Faculty of Science , Department of Computer Science",1,both,yes,yes,no
pos_0808c8c615,mem_a04b5207a5,Assistant Head,Undergraduate Curriculum,,,,,"Assistant Head, Undergraduate Curriculum",2,both,yes,yes,no
pos_c0a23512d8,mem_a04b5207a5,Full Member,,,,,,Full Member,3,both,yes,yes,no
pos_adf44270ee,mem_a04b5207a5,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,4,both,yes,yes,no
pos_7f7e9d48de,mem_a04b5207a5,Child Health & Wellness Researcher,,,,,,Child Health & Wellness Researcher,5,both,yes,yes,no
pos_e1c43b5c5f,mem_a04b5207a5,Alberta Children's Hospital Research Institute,,,,,,Alberta Children's Hospital Research Institute,6,both,yes,yes,no
pos_5889dc382e,mem_cde9968348,Associate Professor (Teaching),,,,,,Associate Professor (Teaching),0,both,yes,yes,no
pos_a22d9da6e3,mem_cde9968348,Werklund School of Education,Specialization,School and Applied Child Psychology,,,,"Werklund School of Education, Specialization, School and Applied Child Psychology",1,both,yes,yes,no
pos_2cca99d28f,mem_cde9968348,Academic Coordinator,MEd Program in School & Applied Child Psychology,,,,,"Academic Coordinator, MEd Program in School & Applied Child Psychology",2,both,yes,yes,no
pos_1e467549fd,mem_cde9968348,Werklund School of Education,Graduate Programs in Education,Werklund School Of Education,,,,"Werklund School of Education, Graduate Programs in Education",3,both,yes,yes,no
pos_b926afd370,mem_cde9968348,Associate Member,,,,associate member,,Associate Member,4,both,yes,yes,no
pos_47803f8573,mem_cde9968348,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,5,both,yes,yes,no
pos_03d1f2384f,mem_cde9968348,Mathison Centre for Mental Health Research and Education,,,,,,Mathison Centre for Mental Health Research and Education,6,both,yes,yes,no
pos_65602671e1,mem_cde9968348,Child Health & Wellness Researcher,,,,,,Child Health & Wellness Researcher,7,both,yes,yes,no
pos_a76bc20161,mem_cde9968348,Alberta Children's Hospital Research Institute,,,,,,Alberta Children's Hospital Research Institute,8,both,yes,yes,no
pos_ced0cde30c,mem_50e629396d,Clinical Assistant Professor,,,,,,Clinical Assistant Professor,0,both,yes,yes,no
pos_4af8fc7445,mem_50e629396d,Cumming School of Medicine,Department of Psychiatry,Cumming School Of Medicine,,,,"Cumming School of Medicine, Department of Psychiatry",1,both,yes,yes,no
pos_6b4a0ff6fc,mem_50e629396d,Full Member,,,,,,Full Member,2,both,yes,yes,no
pos_5a8bb13bee,mem_50e629396d,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,3,both,yes,yes,no
pos_0b4629c7fd,mem_50e629396d,Mathison Centre for Mental Health Research and Education,,,,,,Mathison Centre for Mental Health Research and Education,4,both,yes,yes,no
pos_14c6a574ac,mem_bd049b4c73,Professor,,,,,,Professor,0,both,yes,yes,no
pos_1f41852485,mem_bd049b4c73,Cumming School of Medicine,Department of Clinical Neurosciences,Cumming School Of Medicine,,,,"Cumming School of Medicine, Department of Clinical Neurosciences",1,both,yes,yes,no
pos_d64878f934,mem_bd049b4c73,Full Member,,,,,,Full Member,2,both,yes,yes,no
pos_6fe82d9224,mem_bd049b4c73,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,3,both,yes,yes,no
pos_bf36c88121,mem_638c45e04a,Associate Professor,,,,,,Associate Professor,0,both,yes,yes,no
pos_9f3a35702c,mem_638c45e04a,Cumming School of Medicine,Department of Clinical Neurosciences | Neurosurgery,Cumming School Of Medicine,,,,"Cumming School of Medicine, Department of Clinical Neurosciences | Neurosurgery",1,both,yes,yes,no
pos_46106e1c27,mem_638c45e04a,Full Member,,,,,,Full Member,2,both,yes,yes,no
pos_18212d3af2,mem_638c45e04a,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,3,both,yes,yes,no
pos_3d6c587fc2,mem_b07951c366,Assistant Professor,,,,,,Assistant Professor,0,both,yes,yes,no
pos_c97c446d0a,mem_b07951c366,Faculty of Science,Department of Computer Science,Faculty Of Science,,,https://science.ucalgary.ca,"Faculty of Science , Department of Computer Science",1,both,yes,yes,no
pos_7272d553e1,mem_cb50148558,Clinical Associate Professor,,,,,,Clinical Associate Professor,0,both,yes,yes,no
pos_51f69bd296,mem_cb50148558,Cumming School of Medicine,Department of Clinical Neurosciences,Cumming School Of Medicine,,,,"Cumming School of Medicine, Department of Clinical Neurosciences",1,both,yes,yes,no
pos_263f9e2c18,mem_cb50148558,Full Member,,,,,,Full Member,2,both,yes,yes,no
pos_2ca928878d,mem_cb50148558,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,3,both,yes,yes,no
pos_d71e431591,mem_53c25f2cf7,Professor,,,,,,Professor,0,both,yes,yes,no
pos_9ecb41e335,mem_53c25f2cf7,Cumming School of Medicine,Department of Clinical Neurosciences,Cumming School Of Medicine,,,,"Cumming School of Medicine, Department of Clinical Neurosciences",1,both,yes,yes,no
pos_d339294202,mem_53c25f2cf7,Full Member,,,,,,Full Member,2,both,yes,yes,no
pos_3d6de723d5,mem_53c25f2cf7,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,3,both,yes,yes,no
pos_ddf82f0377,mem_53c25f2cf7,Associate Professor,,,,,,Associate Professor,4,both,yes,yes,no
pos_c6a9f305ae,mem_53c25f2cf7,Cumming School of Medicine,Office of the Dean | Research,Cumming School Of Medicine,,,,"Cumming School of Medicine, Office of the Dean | Research",5,both,yes,yes,no
pos_627d4aebca,mem_4fcca18975,Associate Member,,,,associate member,,Associate Member,0,both,yes,yes,no
pos_73f7667f0d,mem_4fcca18975,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,1,both,yes,yes,no
pos_a435674398,mem_4fcca18975,Mathison Centre for Mental Health Research and Education,,,,,,Mathison Centre for Mental Health Research and Education,2,both,yes,yes,no
pos_56568cb242,mem_a0bb31cffa,Professor,,,,,,Professor,0,both,yes,yes,no
pos_93c7ea3730,mem_a0bb31cffa,Cumming School of Medicine,Department of Community Health Sciences,Cumming School Of Medicine,,,,"Cumming School of Medicine, Department of Community Health Sciences",1,both,yes,yes,no
pos_5cab1a677a,mem_a0bb31cffa,Alberta Medical Foundation/Hannah Professorship in the History of Medicine and Health Care,,,,,,Alberta Medical Foundation/Hannah Professorship in the History of Medicine and Health Care,2,both,yes,yes,no
pos_5ada3ead17,mem_a0bb31cffa,Cumming School of Medicine,,Cumming School Of Medicine,,,,Cumming School of Medicine,3,both,yes,yes,no
pos_49b80d43dd,mem_a0bb31cffa,Faculty of Arts,Department of History,Faculty Of Arts,,,https://arts.ucalgary.ca/,"Faculty of Arts , Department of History",4,both,yes,yes,no
pos_fe54041f9e,mem_a0bb31cffa,Full Member,,,,,,Full Member,5,both,yes,yes,no
pos_f082466890,mem_a0bb31cffa,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,6,both,yes,yes,no
pos_ada4805db8,mem_a0bb31cffa,Mathison Centre for Mental Health Research and Education,,,,,,Mathison Centre for Mental Health Research and Education,7,both,yes,yes,no
pos_1f5603c0ef,mem_a0bb31cffa,O'Brien Institute for Public Health,,,,,,O'Brien Institute for Public Health,8,both,yes,yes,no
pos_6fa85ac1ff,mem_d3cc4c7671,Clinical Assistant Professor of Neurology,,,,,,Clinical Assistant Professor of Neurology,0,both,yes,yes,no
pos_4a9f9a3dc8,mem_d3cc4c7671,University of Calgary,,,,,,University of Calgary,1,both,yes,yes,no
pos_cad0357962,mem_d3cc4c7671,Full Member,,,,,,Full Member,2,both,yes,yes,no
pos_3b311009f7,mem_d3cc4c7671,Hotchkiss Brain Institute,Brain and Mental Health Research Clinics Initiative,,,,,"Hotchkiss Brain Institute, Brain and Mental Health Research Clinics Initiative",3,both,yes,yes,no
pos_bd14d72605,mem_d3cc4c7671,Mathison Centre for Mental Health Research and Education,,,,,,Mathison Centre for Mental Health Research and Education,4,both,yes,yes,no
pos_cb47dcf5bb,mem_98307ce526,Associate Professor,,,,,,Associate Professor,0,both,yes,yes,no
pos_84c12e43d7,mem_98307ce526,Werklund School of Education,Specialization,School and Applied Child Psychology,,,,"Werklund School of Education, Specialization, School and Applied Child Psychology",1,both,yes,yes,no
pos_46a3d6b783,mem_98307ce526,Full Member,,,,,,Full Member,2,both,yes,yes,no
pos_0ca2c46a24,mem_98307ce526,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,3,both,yes,yes,no
pos_e54963e6ff,mem_98307ce526,Mathison Centre for Mental Health Research and Education,,,,,,Mathison Centre for Mental Health Research and Education,4,both,yes,yes,no
pos_a2e4d71b29,mem_98307ce526,Child Health & Wellness Researcher,,,,,,Child Health & Wellness Researcher,5,both,yes,yes,no
pos_0bb1b199bf,mem_98307ce526,Alberta Children's Hospital Research Institute,Owerko Centre,,,,,"Alberta Children's Hospital Research Institute, Owerko Centre",6,both,yes,yes,no
pos_1d7f73a42f,mem_8c725171a4,Assistant Professor,,,,,,Assistant Professor,0,both,yes,yes,no
pos_8b8cf052ec,mem_8c725171a4,Werklund School of Education,,Werklund School Of Education,,,,Werklund School of Education,1,both,yes,yes,no
pos_8e835a1789,mem_8c725171a4,Associate Member,,,,associate member,,Associate Member,2,both,yes,yes,no
pos_6e81422d42,mem_8c725171a4,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,3,both,yes,yes,no
pos_07cd856092,mem_4517ebed1e,Professor,,,,,,Professor,0,both,yes,yes,no
pos_69a015f3d0,mem_4517ebed1e,Cumming School of Medicine,Department of Clinical Neurosciences,Cumming School Of Medicine,,,,"Cumming School of Medicine, Department of Clinical Neurosciences",1,both,yes,yes,no
pos_342147959c,mem_4517ebed1e,Full Member,,,,,,Full Member,2,both,yes,yes,no
pos_4a987bbfaf,mem_4517ebed1e,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,3,both,yes,yes,no
pos_6b7b344b13,mem_4517ebed1e,Member,,,,,,Member,4,both,yes,yes,no
pos_38f03920bb,mem_4517ebed1e,Arnie Charbonneau Cancer Institute,,,,,,Arnie Charbonneau Cancer Institute,5,both,yes,yes,no
pos_0bd973db2b,mem_bae50027da,Clinical Professor,,,,,,Clinical Professor,0,both,yes,yes,no
pos_bbd2c7b00a,mem_bae50027da,Cumming School of Medicine,,Cumming School Of Medicine,,,,Cumming School of Medicine,1,both,yes,yes,no
pos_146089250e,mem_bae50027da,Full Member,,,,,,Full Member,2,both,yes,yes,no
pos_41c729bc06,mem_bae50027da,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,3,both,yes,yes,no
pos_fb9ea59f14,mem_3ed07ce6c8,Professor,,,,,,Professor,0,both,yes,yes,no
pos_aad0630574,mem_3ed07ce6c8,Cumming School of Medicine,Department of Radiology,Cumming School Of Medicine,,,,"Cumming School of Medicine, Department of Radiology",1,both,yes,yes,no
pos_90ba388ffb,mem_3ed07ce6c8,Cumming School of Medicine,Department of Clinical Neurosciences,Cumming School Of Medicine,,,,"Cumming School of Medicine, Department of Clinical Neurosciences",2,both,yes,yes,no
pos_e37c5aedb4,mem_3ed07ce6c8,Head,,,,,,Head,3,both,yes,yes,no
pos_7be2425342,mem_3ed07ce6c8,Cumming School of Medicine,Department of Radiology | Image Science,Cumming School Of Medicine,,,,"Cumming School of Medicine, Department of Radiology | Image Science",4,both,yes,yes,no
pos_4e8ec9273b,mem_3ed07ce6c8,Campus Alberta Innovates Chair,,,,,,Campus Alberta Innovates Chair,5,both,yes,yes,no
pos_0ef762fbd4,mem_3ed07ce6c8,Healthy Brain Aging,,,,,,Healthy Brain Aging,6,both,yes,yes,no
pos_a3ba39d2c3,mem_3ed07ce6c8,Full Member,,,,,,Full Member,7,both,yes,yes,no
pos_ab640a9bda,mem_3ed07ce6c8,Hotchkiss Brain Institute,,,,,,Hotchkiss Brain Institute,8,both,yes,yes,no
pos_2374dd758d,mem_bb45f29b7a,Professor,,,,,,Professor,0,both,yes,yes,no
pos_b8d6226628,mem_bb45f29b7a,Schulich School of Engineering,Department of Electrical and Software Engineering,Schulich School Of Engineering,,,https://schulich.ucalgary.ca/electrical-software,"Schulich School of Engineering, Department of Electrical and Software Engineering",1,both,yes,yes,no
pos_d415e9f521,mem_2b62d32b15,Clinical Assistant Professor,,,,,,Clinical Assistant Professor,0,both,yes,yes,no
