education_id,member_id,degree,institution,field_of_study,year,raw_text,sort_order,extraction_source,strict_extracted,permissive_extracted,permissive_only
edu_771756bca1,mem_06b710915b,,,,2002,"BSE Mechanical & Aerospace Engineering w/ Certificate in Engineering Biology, Princeton Univerisity, 2002",3,both,yes,yes,no
edu_611659725d,mem_5357e9a762,PhD,King's College,PhD Nursing,2000,"PhD Nursing, King's College, 2000",0,both,yes,yes,no
edu_5d30e03211,mem_5357e9a762,MSc,King's College,MSc Nursing,1994,"MSc Nursing, King's College, 1994",1,both,yes,yes,no
edu_73b9a0781a,mem_5357e9a762,BSc,Surrey University,BSc Honours Nursing,1984,"BSc Honours Nursing, Surrey University, 1984",2,both,yes,yes,no
edu_31085d0acc,mem_0dc9704372,Ph.D,California School of Professional Psychology,Ph.D. Clinical Psychology,1992,"Ph.D. Clinical Psychology, California School of Professional Psychology, 1992",0,both,yes,yes,no
edu_3dc50934e9,mem_0dc9704372,,California School of Professional Psychology,,1991,"MS Clinical Psychology, California School of Professional Psychology, 1991",1,both,yes,yes,no
edu_f45de1b0f2,mem_0dc9704372,MA,Indiana University,MA Educational Psychology,1988,"MA Educational Psychology, Indiana University, 1988",2,both,yes,yes,no
edu_c5076ad9a7,mem_0dc9704372,BA,University of Calgary,BA Psychology,1987,"BA Psychology, University of Calgary, 1987",3,both,yes,yes,no
edu_1d65451b40,mem_cde9968348,,Doctor of Psychology School Psychology,,2012,"Doctor of Psychology School Psychology, Philadelphia College of Osteopathic Medicine, 2012",0,both,yes,yes,no
edu_0786955d48,mem_cde9968348,,Rowan University,,2009,"Ed.S. Educational Psychology, Rowan University, 2009",1,both,yes,yes,no
edu_4aa955dcd1,mem_cde9968348,M.A,Rowan University,M.A. Psychology,2007,"M.A. Psychology, Rowan University, 2007",2,both,yes,yes,no
edu_4b2aa97773,mem_cde9968348,B.Sc,St Joseph's University,B.Sc. Psychology,2005,"B.Sc. Psychology, St Joseph's University, 2005",3,both,yes,yes,no
edu_7a421e77f6,mem_bd049b4c73,,McGill University,,1993,"B.S. Biochemistry, McGill University, 1993",0,both,yes,yes,no
edu_de84e69ab4,mem_bd049b4c73,,McGill University,,1998,"Doctor of Medicine Medicine, McGill University, 1998",1,both,yes,yes,no
edu_ee27e1c38c,mem_bd049b4c73,,Harvard University,,2005,"Master of Public Health Clinical Medicine, Harvard University, 2005",2,both,yes,yes,no
edu_e4d38a85a6,mem_638c45e04a,,he teaches at the University of Calgary's Cumming School of Medicine and as well as in the residency training programs.,,,"Dr. Girgis is a neurosurgeon subspecializing in deep brain stimulation, epilepsy, complex facial pain, brain tumors, and peripheral nerve surgery. As a functional neurosurgeon, he has extensive experience and expertise in neuromodulation, brain mapping, and awake brain surgery. Additionally, he teaches at the University of Calgary's Cumming School of Medicine and as well as in the residency training programs.",0,both,yes,yes,no
edu_a3047a9e25,mem_638c45e04a,,Dr. Girgis trained at several institutions throughout Canada and the United States. After completing a bachelor’s degree in pharmacy at the University of Toronto,,,"Dr. Girgis trained at several institutions throughout Canada and the United States. After completing a bachelor’s degree in pharmacy at the University of Toronto, he practiced part-time as a pharmacist while completing medical school at the University of Calgary. He stayed in Calgary for his neurosurgical residency, during which he also traveled to Boston to complete a two-year post-doctoral research fellowship at Harvard Medical School and a master’s degree in education at the Harvard Graduate School of Education. Following residency, he obtained his board certification and then completed a clinical fellowship in functional neurosurgery at Case Western Reserve University in Cleveland. He then moved to California and practiced for several years at the University of California Davis, during which time he also completed another master’s degree in clinical-translational medicine. He joined the University of Calgary to continue his practice and research as a functional neurosurgeon-scientist.",1,both,yes,yes,no
edu_6333bb95ba,mem_638c45e04a,,and movement disorders using neuromodulation techniques such as deep brain stimulation. His research is funded by the Hotchkiss Brain Institute and the Alberta Parkinson's Association. He is affiliated with the following HBI priority areas: Epilepsy,,,"Dr. Girgis’ research interests lie in human intracranial cognitive neurophysiology. Using electrophysiological recordings from the brain, and the novel technology of low intensity focused ultrasound, he studies higher-order human psychological constructs such as theory of mind and meditation practices. This has implications for the treatment of various psychiatric, psychological, and movement disorders using neuromodulation techniques such as deep brain stimulation. His research is funded by the Hotchkiss Brain Institute and the Alberta Parkinson's Association. He is affiliated with the following HBI priority areas: Epilepsy; Parkinson's; Spinal Cord Nerve Injury and Pain (SCNIP). He is widely published, and serves as a reviewer for several neurosurgical journals.",2,both,yes,yes,no
edu_f1f8c05c6b,mem_b07951c366,PhD,University of Saskatchewan,PhD Computer Science,2019,"PhD Computer Science, University of Saskatchewan, 2019",0,both,yes,yes,no
edu_a5d101400d,mem_53c25f2cf7,,Memorial University,,1991,"B.S. Biochemistry, Memorial University, 1991",0,both,yes,yes,no
edu_e520202ce8,mem_53c25f2cf7,,Memorial University,,1995,"Doctor of Medicine Medicine, Memorial University, 1995",1,both,yes,yes,no
edu_766922a414,mem_53c25f2cf7,,Memorial University of Newfoundland,,2000,"Residency Neurology, Memorial University of Newfoundland, 2000",2,both,yes,yes,no
edu_37f2796ed9,mem_53c25f2cf7,,University of Iowa Hospitals and Clinics,,2002,"Fellowship Neuro Ophthalmology, University of Iowa Hospitals and Clinics, 2002",3,both,yes,yes,no
edu_8871b6d10e,mem_4fcca18975,B.A,Saint Mary's University,B.A. Psychology,1996,"B.A. Psychology, Saint Mary's University, 1996",0,both,yes,yes,no
edu_257f474efe,mem_4fcca18975,Doctor of Philosophy,Dalhousie University,Doctor of Philosophy Anatomy and Neurobiology,2007,"Doctor of Philosophy Anatomy and Neurobiology, Dalhousie University, 2007",1,both,yes,yes,no
edu_aea3ecd83e,mem_4fcca18975,,Dalhousie University,,2002,"M.S. Neuroscience, Dalhousie University, 2002",2,both,yes,yes,no
edu_37e3de7bd6,mem_4fcca18975,,Wayne State University School of Medicine,,2010,"Postdoctoral Fellowship Neuroimaging in Child Psychiatry, Wayne State University School of Medicine, 2010",3,both,yes,yes,no
edu_3c2451fe23,mem_a0bb31cffa,Doctor of Philosophy,Free University (West Berlin),Doctor of Philosophy History of Medicine,2001,"Doctor of Philosophy History of Medicine, Free University (West Berlin), 2001",0,both,yes,yes,no
edu_2ad4f6ccac,mem_a0bb31cffa,,Humboldt University,,1998,"Doctor of Medicine Human Medicine, Humboldt University, 1998",1,both,yes,yes,no
edu_b7c3c99720,mem_a0bb31cffa,M.Sc,University of Edinburgh,M.Sc. Philosophy of Science,1995,"M.Sc. Philosophy of Science, University of Edinburgh, 1995",2,both,yes,yes,no
edu_d9a66eb444,mem_a0bb31cffa,B.A,J. W. Goethe University,B.A. Philosophy,1992,"B.A. Philosophy, J. W. Goethe University, 1992",3,both,yes,yes,no
edu_9f27fc5408,mem_98307ce526,,Philadelphia College of Osteopathic Medicine,,2009,"Doctorate of Psychology Psychology, Philadelphia College of Osteopathic Medicine, 2009",0,both,yes,yes,no
edu_b9bfb98234,mem_98307ce526,,Millersville University,,2001,"Master's of Science Pyschology, Millersville University, 2001",1,both,yes,yes,no
edu_8fc992b538,mem_98307ce526,Bachelor of Science,Millersville University,Bachelor of Science in Education English Education,1997,"Bachelor of Science in Education English Education, Millersville University, 1997",2,both,yes,yes,no
edu_5d370964c7,mem_4517ebed1e,,University of Manitoba,,1974,"B.S. Chemistry, University of Manitoba, 1974",0,both,yes,yes,no
edu_9cd616d936,mem_4517ebed1e,,University of Manitoba,,1978,"Doctor of Medicine Medicine, University of Manitoba, 1978",1,both,yes,yes,no
edu_28441d0257,mem_bae50027da,B.A,University of Oxford,B.A. Physiology,1975,"B.A. Physiology, University of Oxford, 1975",0,both,yes,yes,no
edu_865fdb8f7b,mem_bae50027da,,University of London,,1978,"Bach of Med and Surgery Medicine, University of London, 1978",1,both,yes,yes,no
edu_a2285cc36e,mem_bae50027da,M.A,University of Oxford,M.A. Physiology,1975,"M.A. Physiology, University of Oxford, 1975",2,both,yes,yes,no
edu_eb67aa2d82,mem_3ed07ce6c8,BEng,BEng Memorial University,,,"BEng Memorial University,",0,both,yes,yes,no
edu_d98cb292b8,mem_3ed07ce6c8,MEng,MEng McGill University,,,"MEng McGill University,",1,both,yes,yes,no
edu_309c629f62,mem_3ed07ce6c8,PhD,PhD McGill University,,,"PhD McGill University,",2,both,yes,yes,no
edu_8ad754eb6b,mem_3ed07ce6c8,,Postdoc Stanford University,,,"Postdoc Stanford University,",3,both,yes,yes,no
edu_4c4fdc9eb7,mem_bb45f29b7a,,University of Saskatchewan,,1996,"Bach of Eng Electrical Engineering, University of Saskatchewan, 1996",0,both,yes,yes,no
edu_60f8c08b82,mem_bb45f29b7a,,University of Saskatchewan,,1996,"B.S. Computer Science, University of Saskatchewan, 1996",1,both,yes,yes,no
edu_afe00f4e71,mem_bb45f29b7a,Doctor of Philosophy,University of Alberta,Doctor of Philosophy Electrical Engineering,2004,"Doctor of Philosophy Electrical Engineering, University of Alberta, 2004",2,both,yes,yes,no
edu_0ed2d5afd7,mem_bb45f29b7a,,University of Calgary,,1998,"M.S. Electrical Engineering, University of Calgary, 1998",3,both,yes,yes,no
edu_26363b2dc8,mem_2b62d32b15,,University of Alberta,,,"FRCPC, Physical Medicine & Rehabilitation, University of Alberta,",0,both,yes,yes,no
edu_7bb4e17022,mem_2b62d32b15,MD,University of Alberta,,,"MD, University of Alberta,",1,both,yes,yes,no
edu_a2c3fb20c8,mem_2b62d32b15,MD,Cumming School of Medicine,Dr. George Francis is a Clinical Associate Professor in the Department of Clinical Neurosciences as well as the Department of Oncology,2011,"Dr. George Francis is a Clinical Associate Professor in the Department of Clinical Neurosciences as well as the Department of Oncology, Cumming School of Medicine, University of Calgary. He completed his medical degree at the University of Alberta in 2011, as well as his specialty training in Physical Medicine & Rehabilitation in 2016. He has also completed a clinical fellowship in cancer rehabilitation at the MD Anderson Cancer Center in Houston, Texas in 2017. His clinical practice includes cancer rehabilitation, general rehabilitation inpatient consults, brain injury rehabilitation, and nerve conduction studies/electromyography.",2,both,yes,yes,no
edu_e02a166339,mem_2b62d32b15,,,,,"Dr. Francis also has an interest in medical education at both the postgraduate and undergraduate levels and is actively involved in teaching residents and medical students at various levels. He is the Residency Program Director for Physical Medicine & Rehabilitation, and the Fellowship Program Director for Cancer Rehabilitation.",3,both,yes,yes,no
edu_dfd84dfe8b,mem_460c3f47d4,,Ryerson University,,1992,"B.S.W. Social Work, Ryerson University, 1992",0,both,yes,yes,no
edu_2604cedaae,mem_460c3f47d4,,McMaster University,,1994,"M.S.W. Social Work, McMaster University, 1994",1,both,yes,yes,no
edu_a11754634b,mem_460c3f47d4,Doctor of Philosophy,University of Toronto,,2007,"Doctor of Philosophy , University of Toronto, 2007",2,both,yes,yes,no
edu_f1f6263746,mem_0be3586361,B.A,Trinity Western University,B.A. Psychology,1997,"B.A. Psychology, Trinity Western University, 1997",0,both,yes,yes,no
edu_e3fd99f0ed,mem_0be3586361,M.A,Trinity Western University,M.A. Psychology,1999,"M.A. Psychology, Trinity Western University, 1999",1,both,yes,yes,no
edu_3f064a728e,mem_0be3586361,Doctor of Philosophy,University of Victoria,Doctor of Philosophy Psychology,2009,"Doctor of Philosophy Psychology, University of Victoria, 2009",2,both,yes,yes,no
edu_bc264ab07f,mem_3cc315d4d3,MSc,Johannes Kepler University,Dipl. Ing. (MSc equivalent) Engineering Physics,1990,"Dipl. Ing. (MSc equivalent) Engineering Physics, Johannes Kepler University, 1990",0,both,yes,yes,no
edu_49db0e2b57,mem_3cc315d4d3,Doctor of Philosophy,University of Calgary,Doctor of Philosophy Neuroscience,1994,"Doctor of Philosophy Neuroscience, University of Calgary, 1994",1,both,yes,yes,no
edu_57d775a0c6,mem_c4a9f6ea6f,,Teaching Faculty Certificate University of British Columbia,,2008,"Teaching Faculty Certificate University of British Columbia, 2008",0,both,yes,yes,no
edu_c2ac3e2f41,mem_c4a9f6ea6f,,Training in Communication and Media University of British Columbia and the Vancouver Coast Health Research Institute,,2007,"Training in Communication and Media University of British Columbia and the Vancouver Coast Health Research Institute, 2007",1,both,yes,yes,no
edu_d9e0443bf8,mem_c4a9f6ea6f,Doctor of Philosophy,University of Rome,Doctor of Philosophy Cognitive Neuroscience,2003,"Doctor of Philosophy Cognitive Neuroscience, University of Rome, 2003",2,both,yes,yes,no
edu_4c3b7f36d4,mem_c4a9f6ea6f,M.A,University of Rome,M.A. Neuropsychology,1999,"M.A. Neuropsychology, University of Rome, 1999",3,both,yes,yes,no
edu_edffee1f1c,mem_c4a9f6ea6f,B.A,University of Rome,B.A. Psychology,1997,"B.A. Psychology, University of Rome, 1997",4,both,yes,yes,no
edu_3da11a5020,mem_4ee060e99b,,,,1999,"Doctor of Medicine , Univ. of the Republic Uruguay, 1999",0,both,yes,yes,no
edu_812c9c2a4d,mem_4ee060e99b,,,,2004,"Specialist in Medical Oncology , Univ. of the Republic Uruguay, 2004",1,both,yes,yes,no
edu_3e00268243,mem_4ee060e99b,,,,2005,"Masters in Biomedical Research Univ. of the Republic Uruguay, 2005",2,both,yes,yes,no
edu_df910edd77,mem_4ee060e99b,,Neuro-Oncologist University of Calgary,,2011,"Neuro-Oncologist University of Calgary, 2011",3,both,yes,yes,no
edu_59c6b8b41e,mem_4ee060e99b,,University of Calgary,,2014,"FRCPC Internal Medicine, University of Calgary, 2014",4,both,yes,yes,no
edu_996546d57f,mem_4ee060e99b,,University of Calgary,,2016,"FRCPC Medical Oncology, University of Calgary, 2016",5,both,yes,yes,no
edu_a333163e63,mem_ccd6df0b53,BSc,University of Western Ontario,BSc Zoology,1983,"BSc Zoology, University of Western Ontario, 1983",0,both,yes,yes,no
edu_a41d999768,mem_ccd6df0b53,MSc,University of Western Ontario,MSc Zoology,1985,"MSc Zoology, University of Western Ontario, 1985",1,both,yes,yes,no
edu_f0cd102a6a,mem_ccd6df0b53,PhD,University of Western Ontario,PhD Physiological Psychology,1990,"PhD Physiological Psychology, University of Western Ontario, 1990",2,both,yes,yes,no
edu_214bf1a23b,mem_82005c4912,,University of Calgary,,2011,"B.S. Kinesiology, University of Calgary, 2011",0,both,yes,yes,no
edu_62d4f3ef1a,mem_82005c4912,Doctor of Philosophy,University of Calgary,Doctor of Philosophy Neuroscience,2006,"Doctor of Philosophy Neuroscience, University of Calgary, 2006",1,both,yes,yes,no
edu_c2683701ce,mem_92df5b400e,,Dr. Guillermo Delgado-García is a Clinical Assistant Professor in the Department of Clinical Neurosciences at the University of Calgary and a full member of the Hotchkiss Brain Institute. As an adult neurologist and epileptologist,,,"Dr. Guillermo Delgado-García is a Clinical Assistant Professor in the Department of Clinical Neurosciences at the University of Calgary and a full member of the Hotchkiss Brain Institute. As an adult neurologist and epileptologist, he is part of the Calgary Comprehensive Epilepsy Program and provides specialized care at both Foothills Medical Centre and South Health Campus.",0,both,yes,yes,no
edu_9e11886f92,mem_92df5b400e,MSc,a Fellow of the Royal College of Physicians of Canada (Division of Medicine),Dr. Delgado-García is a Licentiate of the Medical Council of Canada,,"Dr. Delgado-García is a Licentiate of the Medical Council of Canada, a Fellow of the Royal College of Physicians of Canada (Division of Medicine), and a Diplomate of the Canadian Society of Clinical Neurophysiologists. Dr. Delgado-García holds certifications in Neurology from the Royal College of Physicians of Canada and the Mexican Council of Neurology, as well as in Clinical Electroencephalography (EEG) from the Canadian Society of Clinical Neurophysiologists. In Mexico, he is also board-certified in Internal Medicine. Dr. Delgado-García earned his medical degree with honors from the Universidad Autónoma de Nuevo León (UANL) in Mexico. He began his academic journey with a research assistantship in Clinical Neurophysiology and Autonomic Disorders at the Instituto Nacional de Ciencias Médicas y Nutrición in Mexico City. Dr. Delgado-García completed residencies in Internal Medicine (UANL) and Adult Neurology (Instituto Nacional de Neurología y Neurocirugía), followed by a Clinical and Research Fellowship in Epileptology and EEG at the University of Calgary. Alongside his clinical training, Dr. Delgado-García completed graduate studies in Medical Sciences (Universidad Nacional Autónoma de México) and Neurobiology & Biotechnology (Université de Bordeaux)—earning two MSc degrees.",1,both,yes,yes,no
edu_f9088b9971,mem_c2e555277c,,,,,Harry E Peery CV,0,both,yes,yes,no
edu_4f99031d9f,mem_c2e555277c,,2021 (Elsevier is the publisher). I am also working on an integrated pathology-anatomy-physiology-pharmacology-radiology text with 2 clinicians at New York University,,2021,"I came to Canada 33 years ago and have been doing teaching. Writing, and assisting in cancer research across Canada and in the United States ever since. I did my first post-doc at Chalk River (at AECL now Canadian Nuclear Labs) examining the effect of background radiation on a rodent species (deer mouse) that lives near uranium tailings. My second post-doc was at Calgary primarily teaching medical students but also some graduate courses. I began to resume my imaging small tumor research (begun at McMaster) in Karl Riabowol’s lab during this time. I also have written, in collaboration with 3 clinicians at Yale and Hanan Bassyouni, an endocrinologist at Calgary, a textbook in medical endocrinology which includes discussion of endocrine tumors, including several malignant and benign endocrine tumor case studies. The 550-page text was published March 26, 2021 (Elsevier is the publisher). I am also working on an integrated pathology-anatomy-physiology-pharmacology-radiology text with 2 clinicians at New York University, one at the University of Washington and one at the University of Vermont and, as consultants, Chris Naugler in pathology and Director of UME at Calgary and Phillip Xiu at Cambridge in the UK. This text is for medical students and follows Calgary’s approach to medical education. Neoplasia is one of our chapters. It is also published by Elsevier and will be out in 2023. I have also contributed to other medical textbooks. Currently, I have a proposal submitted for a pathophysiology textbook for medicine and biomedical engineering with clinical coauthors at Sidney Kimmel Medical College at Thomas Jefferson University, the University of Indiana, and the University of Washington. I have a second proposal submitted for a clinically oriented undergraduate non-majors biology text for those going into health professions research and/ or practice. I also teach online in graduate programs at the University of Washington in Seattle, and at the Johns Hopkins University in Baltimore, Maryland. I am also an actively licensed registered nurse in Arizona. As my affiliation on these books (and eventually some papers from Karl’s lab), and teaching, it is nice to promote the Arnie Charbonneau Cancer Research Institute.",1,both,yes,yes,no
edu_ae7cce4362,mem_514df516d2,BSc,,BSc (Honours),,BSc (Honours),0,both,yes,yes,no
edu_e676e74e10,mem_3453676d84,PhD,University of Leiden,PhD Immunology,2007,"PhD Immunology, University of Leiden, 2007",0,both,yes,yes,no
edu_3d01182ad5,mem_3453676d84,MSc,University of Leiden,MSc/BSc Biopharmaceutical Sciences,2001,"MSc/BSc Biopharmaceutical Sciences, University of Leiden, 2001",1,both,yes,yes,no
edu_1375162e20,mem_b71fb09d51,,,,,"Dr. Carlson's research focuses on using multimodal magnetic resonance imaging (MRI), functional near infrared spectroscopy (fNIRS), and electroencephalography (EEG) to investigate mechanisms of neuroplasticity in the developing brain of children with early brain injuries. Such children include those with perinatal and childhood stroke, quadriplegic cerebral palsy, epilepsy, spinal muscular atrophy, preterm birth, traumatic brain injuries, chronic pain, multiple sclerosis, and more.",0,both,yes,yes,no
edu_173901ffd5,mem_b71fb09d51,,,,,"Dr. Carlson is particularly interested in personalized neuroimaging using normative modelling and machine learning where individual differences in brain plasticity, reflected in departures from typical developmental trajectories, can inform rehabilitation strategies and future intervention-based clinical trials. How individualized modelling of brain anatomy can maximize effectiveness of non-invasive brain stimulation and pediatric brain-computer interfaces (BCIs) are additional research interests.",1,both,yes,yes,no
edu_e212c85435,mem_b71fb09d51,,,,,Dr. Carlson also embraces the knowledge of patient and family partners with lived experience in her research and feels that working together we are closer to achieving excellence. Improving clinical care and quality of life via evidence-based interventions are of utmost importance.,2,both,yes,yes,no
edu_fbd580d15e,mem_f736a5948e,,,,2001,"Medical Consultant Medical Microbiology, Virology and Infectology, Germany, Federal Republic of, 2001",0,both,yes,yes,no
edu_3415ce286f,mem_f736a5948e,MD,,MD Human Medicine (M.D.),1991,"MD Human Medicine (M.D.), Ludwig-Maximilians Universität München, 1991",1,both,yes,yes,no
edu_c4a029e217,mem_f736a5948e,,,,,"Doctor of Medicine Medicine, Ludwig-Maximilians Un-Munich,",2,both,yes,yes,no
edu_ac19357d00,mem_e1cb907885,,Dr. Ortega completed her training as a General Psychiatrist at the National Institute of Neurology and Neurosurgery in Mexico City,,2017,"Dr. Ortega completed her training as a General Psychiatrist at the National Institute of Neurology and Neurosurgery in Mexico City; she then pursued a fellowship in International Psychiatry at Dalhousie University in Nova Scotia. In June 2017, she completed her Child and Adolescent Psychiatry training at the University of Calgary and right after that she joined as a staff member with the Division of Child and Adolescent Psychiatry.",0,both,yes,yes,no
edu_27b289b882,mem_656468a699,MSc,Georgia Institute of Technology,MSc Analytics,2025,"MSc Analytics, Georgia Institute of Technology, 2025",0,both,yes,yes,no
edu_3a087baaf4,mem_656468a699,,University of Chicago,,2022,"Postdoc Neuroscience, University of Chicago, 2022",1,both,yes,yes,no
edu_e1ac055962,mem_656468a699,PhD,University of Illinois,PhD Neuroscience,2014,"PhD Neuroscience, University of Illinois, Chicago, 2014",2,both,yes,yes,no
edu_55f2df2c1c,mem_656468a699,BA,University of California,BA Molecular and Cell Biology,2008,"BA Molecular and Cell Biology, University of California, Berkeley, 2008",3,both,yes,yes,no
edu_25219a7f0b,mem_05a8774842,PhD,University of Calgary,,2015,"PhD, University of Calgary, 2015",0,both,yes,yes,no
edu_bae7f9ec20,mem_05a8774842,,University of Calgary,,2011,"MN, University of Calgary, 2011",1,both,yes,yes,no
edu_10a90b49ff,mem_05a8774842,,University of Calgary,,2009,"BN, University of Calgary, 2009",2,both,yes,yes,no
edu_36645c8af9,mem_05a8774842,,Foothills Hospital School of Nursing,,1986,"Diploma Nursing, Foothills Hospital School of Nursing, 1986",3,both,yes,yes,no
edu_25d5c0deca,mem_05a8774842,,Jacqueline Smith is an Assistant Professor in the Faculty of Nursing at the University of Calgary and is the team lead for the Mental Health & Wellness Community of Learners. She is an educator,,2021,"Jacqueline Smith is an Assistant Professor in the Faculty of Nursing at the University of Calgary and is the team lead for the Mental Health & Wellness Community of Learners. She is an educator, graduate student supervisor and a published researcher within her field of study and research that addresses addiction and mental health across the life span. In 2021, Smith was awarded a large 5-year grant from the Calgary Health Foundation to explore the multiple levels of mental illness stigma within the health-care system.",4,both,yes,yes,no
edu_0bb968bd2d,mem_05a8774842,,trauma (EMDR) therapist and a mindfulness practitioner. She is a member of the Alberta Children’s Hospital Research Institute and the Hotchkiss Brain Institute,,,"In addition to her academic responsibilities, Jacqueline is a family counsellor, trauma (EMDR) therapist and a mindfulness practitioner. She is a member of the Alberta Children’s Hospital Research Institute and the Hotchkiss Brain Institute, Mathison Centre for Mental Health Education and Research, and sits the Advisory Committee for Drug Free Kids Canada.",5,both,yes,yes,no
edu_a6240efb26,mem_085f530390,Ph.D,Queen's University,Ph.D. Physiology,1997,"Ph.D. Physiology, Queen's University, 1997",0,both,yes,yes,no
edu_43459c9c91,mem_085f530390,MSc,Queen's University,MSc Physiology,1993,"MSc Physiology, Queen's University, 1993",1,both,yes,yes,no
edu_127103099c,mem_085f530390,,Queen's University,,1991,"BScH Life Sciences, Queen's University, 1991",2,both,yes,yes,no
edu_3ec0c3549b,mem_3d341c6e6a,,,,,"The central theme of the laboratory is metabolic physiology. Our mission statement is to: “Employ knowledge of metabolism to predict, prevent and treat chronic disease states”. Current research interests lie in understanding communication between the gut-brain axis, energy disturbances in pathological disease states and in dietary therapies for neurological disorders including autism spectrum disorder and epilepsy.",0,both,yes,yes,no
edu_491dbb445c,mem_af812170e5,,University of Alberta,,1982,"BMedSc Medical Sciences, University of Alberta, 1982",0,both,yes,yes,no
edu_9c33434bd9,mem_af812170e5,MD,University of Alberta,MD Medicine,1982,"MD Medicine, University of Alberta, 1982",1,both,yes,yes,no
edu_54efacd4ea,mem_af812170e5,,University of Toronto,,1994,"MMedSc Medical Sciences, University of Toronto, 1994",2,both,yes,yes,no
edu_a185db305b,mem_af812170e5,,Royal College of Physicians and Surgeons of Canada,,1990,"FRCPC Psychiatry, Royal College of Physicians and Surgeons of Canada, 1990",3,both,yes,yes,no
edu_8bfba34367,mem_02e49536b8,BSc,University of Saskatchewan,BSc. and MSc. Physiology,1987,"BSc. and MSc. Physiology, University of Saskatchewan, 1987",0,both,yes,yes,no
edu_0ed7b8632c,mem_02e49536b8,Ph.D,University of Calgary,Ph.D. Medical Sciences,1991,"Ph.D. Medical Sciences, University of Calgary, 1991",1,both,yes,yes,no
edu_2af27d9882,mem_02e49536b8,,Post Doctoral Fellowship Stanford University,,1997,"Post Doctoral Fellowship Stanford University, 1997",2,both,yes,yes,no
edu_30ba0dae8d,mem_92099adba8,PhD,University of Barcelona,PhD Physics,2015,"PhD Physics, University of Barcelona, 2015",0,both,yes,yes,no
edu_6f0426e6fd,mem_92099adba8,MSc,University of Barcelona,MSc Biophysics,2009,"MSc Biophysics, University of Barcelona, 2009",1,both,yes,yes,no
edu_d702e59102,mem_92099adba8,BSc,University of Barcelona,BSc Physics,2008,"BSc Physics, University of Barcelona, 2008",2,both,yes,yes,no
edu_ee356ffb05,mem_6abb226805,,University of Ottawa,,1992,"B.S. Biological Sciences, University of Ottawa, 1992",0,both,yes,yes,no
edu_d0f179026b,mem_6abb226805,,University of Toronto,,1996,"Doctor of Medicine Medicine, University of Toronto, 1996",1,both,yes,yes,no
edu_99d9352a1f,mem_6abb226805,,University of Toronto,,2001,"FRCPC Internal Medicine and Geriatric Medicine, University of Toronto, 2001",2,both,yes,yes,no
edu_030fcd578e,mem_6abb226805,,University of California,,2004,"Geriatric and Quality Improvement Research Fellowship, VA National Quality Scholar Fellowship program, University of California, San Francisco , 2004",3,both,yes,yes,no
edu_dd09b3844c,mem_6abb226805,,University of California,,2002,"Training in Clinical Research Certificate, Department of Epidemiology and Biostatistics, University of California, San Francisco, 2002",4,both,yes,yes,no
edu_e45faebe70,mem_6abb226805,,University of California,,2003,"Advanced Training in Clinical Research Certificate, Department of Epidemiology and Biostatistics, University of California, San Francisco, 2003",5,both,yes,yes,no
edu_9730ea1e1a,mem_6abb226805,,Cumming School of Medicine Leadership program,,2017,"Cumming School of Medicine Leadership program, Haskayne School of Business, University of Calgary, 2017",6,both,yes,yes,no
edu_27c4573c68,mem_40840edc6a,MA,University of Edinburgh,MA English Literature & Linguistics,1972,"MA English Literature & Linguistics, University of Edinburgh, 1972",0,both,yes,yes,no
edu_3af0dbdddb,mem_40840edc6a,,University of Saskatchewan,,1981,"BEd Educational Psychology, University of Saskatchewan, 1981",1,both,yes,yes,no
edu_7182554cd8,mem_40840edc6a,Doctor of Philosophy,University of Calgary,Doctor of Philosophy Clinical Psychology,1987,"Doctor of Philosophy Clinical Psychology, University of Calgary, 1987",2,both,yes,yes,no
edu_135abcd8e7,mem_0bae7d82da,BSc,The University of Lethbridge,BSc (Neuro) Psychology,1998,"BSc (Neuro) Psychology, The University of Lethbridge, 1998",0,both,yes,yes,no
edu_4c5432a16c,mem_0bae7d82da,PhD,Memorial University,PhD Neuroscience,2004,"PhD Neuroscience, Memorial University, 2004",1,both,yes,yes,no
edu_9f21be75ed,mem_0bae7d82da,,The Hospital for Sick Children,,2009,"Postdoctoral Fellowship Skin and neural stem cell biology, The Hospital for Sick Children, 2009",2,both,yes,yes,no
edu_af80b98dc5,mem_4031282ea1,,University of British Columbia,,1978,"B.S. Zoology, University of British Columbia, 1978",0,both,yes,yes,no
edu_fce9b9eac1,mem_4031282ea1,Doctor of Philosophy,University of British Columbia,Doctor of Philosophy Zoology,1985,"Doctor of Philosophy Zoology, University of British Columbia, 1985",1,both,yes,yes,no
edu_892a693b3a,mem_8e0084f520,,Dartmouth College,,1993,"B.S. Biochemistry, Dartmouth College, 1993",0,both,yes,yes,no
edu_0217e883f9,mem_8e0084f520,,McGill University,,1998,"Doctor of Medicine Medicine, McGill University, 1998",1,both,yes,yes,no
edu_774191cd2e,mem_fe45b26c09,PhD,King's College London,PhD Nursing Research,2020,"PhD Nursing Research, King's College London, 2020",0,both,yes,yes,no
edu_f1e53b4735,mem_fe45b26c09,,MN Athabasca University,,2016,"MN Athabasca University, 2016",1,both,yes,yes,no
edu_591ef78318,mem_fe45b26c09,,,,2009,"BSN Nursing with Honours, First Class Honours, St. Francis Xavier Univeristy, 2009",2,both,yes,yes,no
